Source,Target,Weight
1990691522,1990691566,32
1990691566,9749215323,219
1990691653,3824286461,328
1990691653,4337593986,322
1990691716,3572643500,79
1990691716,3572643498,14
1990691754,1990691769,36
1990755373,9749215324,100
1993116154,3138672380,652
1993116154,2460197052,393
1996279249,1996279250,46
1996279254,1996279255,43
1997221303,4615872119,10
1997221303,2984398802,97
1997374559,3788805087,35
1997374559,1997374562,13
1997374559,2922684137,15
1997374562,1997374566,10
1997374562,3788805087,34
1997374566,5522152880,46
1997374566,2922684152,15
1999671865,6272031420,461
1999671865,1999671869,37
1999671872,1999671874,46
1999671878,3138134364,71
2001023089,3713060618,53
2002285525,4672018252,13
2002285525,4672018240,62
2002285525,4672018244,28
2002529412,3194237924,249
2002529412,4177370354,116
2012144411,2775924281,471
2012476460,5139068478,63
2012476460,3791191697,110
2013583268,3258224161,62
2013583304,2914531253,9
2013583304,2914531255,7
2013583322,2914531259,34
2013583322,3878815037,13
2013583322,2013583340,6
2013583337,2914531264,26
2013583337,3878815046,10
2013583337,3878815037,7
2013583340,2013583344,13
2013583344,3878815046,3
2015783506,2015783558,48
2015783506,2015783527,33
2015783527,2015783558,24
2015783527,2015783566,21
2015783527,2015783582,79
2015783558,2015783621,101
2015783566,2015783650,109
2015783621,2015783650,22
2015842525,3178926211,78
2022223314,2022223344,52
2022223314,3950737621,338
2022223344,3950755186,260
2036126038,2513016800,389
2036126062,2513016950,286
2036126062,3069235216,67
2037342406,2037342429,37
2037342711,5554385089,71
2037342711,3506778275,1512
2037342711,2037342732,75
2037342713,5554004554,46
2037342713,3219394966,125
2037342713,5554385089,45
2037342732,5554385089,8
2037342732,5554004554,9
2037342836,3187293352,685
2039849590,2039849591,120
2039849591,2039849595,152
2072972056,4846551803,167
2080394590,2080394617,118
2080394617,5909862299,4
2091137719,7566833872,29
2091137719,7566833872,446
2100442980,2327206912,254
2100442980,9756672876,614
2100442980,3038232833,428
2105444500,2105594619,99
2105444500,2105444502,111
2105444500,2105444501,106
2105444501,2105449046,61
2105444501,2105447357,82
2105444501,2105449044,175
2105444502,2496266334,75
2105444503,2105594619,29
2105444504,2496266325,82
2105444504,2105447357,212
2105444504,2105594619,83
2105447357,2105449044,91
2105642532,2105642533,240
2105642533,4752658207,161
2105647459,2105647459,37
2105647459,2105647459,37
2105810424,3624921647,611
2105810424,5794458776,15
2105810424,3791227958,258
2105813515,3334259217,123
2105813515,2105816359,128
2105813515,2105824402,68
2105813516,2105813517,106
2105813516,2105824402,130
2105813516,3334259200,47
2105813517,5139068478,62
2105813517,2758775885,23
2105816359,3139551114,112
2105824401,2105824402,75
2105831446,2105831448,72
2114692162,2114692193,15
2114692162,2114692177,10
2114692162,3318594131,30
2114692169,2114692193,57
2114692172,3318594131,78
2127583951,2331454763,122
2127583951,2287615902,63
2127858774,2127858962,131
2127858774,4471362792,177
2127858962,3138152245,233
2127858962,4080726344,144
2178948682,5305210920,12
2178948682,3212108085,25
2178948682,5783988448,12
2188514642,5314674310,21
2188514642,2188514650,177
2188514650,2399229629,64
2188514650,2399229629,89
2188514663,4700628924,393
2188514722,3122975636,127
2188514722,4138891163,159
2188514722,2685458159,136
2188514740,3986525271,126
2188514740,3009423029,109
2188514740,2188514755,184
2188514755,3533228567,213
2188514755,5796356896,575
2188514755,6384348889,200
2188757520,2948459705,47
2188757520,2948460906,27
2194461338,2194461342,19
2194461338,2194461340,18
2194461340,2194461342,27
2196506787,2196506788,345
2196524006,3216689815,265
2196524006,3950655787,563
2196524006,3950755186,138
2197921405,4451150495,51
2197921405,4451126482,89
2197921405,11053459623,403
2207945956,2207945958,27
2207945958,4586918816,86
2207945958,4279100585,191
2235049608,4999785666,209
2235797716,2235797722,30
2235797722,2235797723,43
2236145058,2270010536,3
2236159875,2236178446,20
2236178446,2270010536,5
2236916552,3791023799,148
2236967048,8252549930,174
2236967048,3791023799,296
2237013325,2237021828,181
2237021828,4123558665,187
2237027914,2237027924,227
2237027924,2607754176,161
2237493538,2265840610,20
2237493538,3216661517,165
2244756208,2276193970,24
2247737640,2247739409,53
2262532288,2262532291,43
2262532288,2262532289,86
2262532289,2262532479,64
2262532289,2262532291,39
2262680385,2262680386,12
2267949553,2267949568,233
2267949568,2267949588,467
2267949588,2885222029,23
2267949593,2267949598,34
2267949593,2267949595,37
2267949595,2267949606,192
2267949595,2267949598,32
2267949606,2267949612,37
2267949606,2267949625,184
2267949612,2267949612,114
2267949612,2267949612,114
2267949627,2267949637,62
2267949627,2267949632,143
2267949637,3752086336,31
2267949656,2297650066,301
2267949656,12503212204,342
2267949711,3890799108,158
2267949713,3160934693,178
2267949713,7014822375,13
2267949735,3160934693,330
2267949844,3122975636,144
2267949844,2267949880,113
2267949844,4138891163,117
2267949866,2267949878,84
2267949878,5796356896,229
2267949878,4022082304,420
2267949880,6960239134,196
2267949880,3986525271,111
2269043550,2270010536,32
2270651311,2270651346,99
2270651311,2270651346,245
2270651346,2270651628,1170
2271992104,9969976007,26
2271992104,9969976008,29
2272181420,5626318548,257
2276193970,2662406897,40
2276895467,2820108081,67
2276895467,2820108084,339
2276895473,2662464327,211
2282845545,6152102305,117
2286068649,2330283316,10
2286563523,3356413186,167
2286786474,4869388369,72
2286786476,4560601500,23
2286786476,4869388365,34
2287615902,2287615904,101
2293383951,3211705426,383
2293383951,4560601499,20
2293383951,4560601500,15
2297284549,2297284551,46
2297650066,2297650068,224
2297650066,2964621895,333
2297650068,3906704717,47
2297650068,2297650070,167
2297668466,3752086398,58
2297668466,3752086366,54
2302816753,2327206912,112
2302828980,4059514220,119
2302828980,3253629606,109
2302845660,2302845663,107
2302845660,2302845684,105
2302845663,2302845663,51
2302845663,2302845663,51
2302845684,2302845684,54
2302845684,2302845684,54
2302864914,7187544102,9
2302874200,7226672224,6
2317017384,3913081665,95
2317017384,2317017388,225
2317017388,4406557752,22
2317017388,4406557731,19
2321266297,4526717784,154
2321266297,2485592106,200
2321266297,2485592096,197
2322020209,2322020218,70
2322020209,2322020218,62
2322020218,4041379248,167
2322020228,4041379248,3
2322020228,4041379253,62
2322021501,2322021502,62
2327206912,3801713765,421
2355970183,2355970190,112
2355970183,3873844922,33
2355970190,3873844922,46
2356355146,3140948347,12
2356355146,5165902920,223
2356355170,3140948347,480
2356399150,2356399154,114
2356399150,3211642079,57
2356399154,3776319808,46
2358202555,2358202567,47
2358202555,2358202556,64
2358202556,2358202569,49
2358241636,2358241638,59
2358241638,2358241639,55
2358241638,2358241641,60
2358241639,2358241642,60
2358270371,2358270375,56
2358270371,2358270382,52
2358270375,2358270386,47
2358270375,2358270378,55
2358270378,2358270388,45
2359063207,2474067715,60
2359063208,2474067715,5
2359063208,2359063209,70
2359063209,2359063210,122
2359063210,2359063211,122
2359063211,2359063212,67
2359082005,2359082006,221
2359082006,3756651569,16
2359082006,3112593484,161
2359096685,2359096694,74
2359096685,5956977014,30
2373331548,2373331567,133
2380810725,4500960089,310
2399229705,2399229707,101
2399229707,4873470860,36
2399331579,2399331580,65
2399331580,2399331597,275
2399331580,2993553151,254
2399331597,2993553152,93
2401341394,4080736261,97
2412977686,2412977688,57
2412977686,2412977688,335
2413080925,3281876173,151
2425537865,6036963395,146
2425831512,2426857075,130
2426857060,2426857075,34
2426857060,2426857078,90
2426857075,2426857096,9
2426857096,2426857116,26
2426857096,2426857108,102
2426857108,2426857117,69
2426857108,2426857136,107
2426857116,2426857117,8
2426857116,2426857120,53
2426857117,2426857129,28
2426857129,2426857136,10
2426857129,2426857133,28
2428412880,2885222029,253
2428412880,2429840986,179
2429840986,8363888001,69
2433081737,3284135581,10
2433081737,2433081746,44
2438837240,3827733051,30
2438837240,2438837249,18
2438837240,4191969581,3
2438837249,2438837250,10
2438837249,3827733051,29
2438837250,4191969580,26
2438837250,2438837262,14
2438837256,4191969559,38
2438837256,4191969581,14
2438837256,2438837258,10
2438837258,2438837260,16
2438837260,2438837262,9
2438837262,4191969580,26
2441918139,2441918172,170
2442785280,3149847630,131
2445487881,2445487885,43
2446758468,2446758473,72
2446758470,2446758473,51
2446758471,2446758473,31
2447609942,9788720810,26
2447838012,2447838013,90
2447838012,4615872119,110
2447838013,4615882009,5
2448741913,3336423577,87
2460197052,2460197335,596
2468237203,2468237248,21
2468237203,2468237217,19
2468237205,2468237217,13
2468237205,2468237212,8
2468237212,2468237241,16
2468237217,2468237248,7
2468237241,2468237261,8
2468237248,2468237261,24
2469271355,2469271359,98
2469271356,2469271361,154
2469271361,2469271364,124
2469293915,10777852208,427
2469293936,2469293948,507
2469293936,2469293951,393
2469293943,9762699516,8
2469293943,2469293946,70
2469293946,9762710323,13
2469293948,2469293951,134
2469293948,2469293950,61
2469295631,3552953666,187
2469764444,2469764457,335
2469764447,2469764452,45
2469764449,2469764452,125
2469764452,2469764457,47
2469764457,2469764464,112
2469764464,5098547654,3
2469764464,2529422941,190
2469764469,2469764475,263
2469764469,2469764472,81
2469764469,2469764471,73
2469764471,2469764477,312
2469764471,3530618852,70
2471453199,9205788756,46
2471453199,3199848460,15
2474067746,2474067775,264
2474067755,2474067757,209
2477660723,2477660726,50
2477660723,2477660726,393
2478680446,2478680464,385
2478701098,2478701114,219
2484837230,2484837265,215
2484837261,2484837265,108
2484837265,2484837277,69
2485592087,2485592092,179
2485592092,2485592096,13
2485592106,3199706451,332
2485592113,2752228094,173
2485592113,2996339461,208
2488658378,2488658385,144
2489965651,2489965653,192
2489965653,2489965654,318
2489965654,9362890238,163
2489965664,4357542309,144
2489965664,4357542314,213
2494324433,2494324435,69
2496266323,2496266328,241
2496266323,4059514223,83
2496266325,5073951937,156
2496266329,5916848381,275
2496266334,2496266338,207
2496266336,2496266337,101
2496266337,9210575145,158
2496266337,9756672876,29
2496266339,10290303774,81
2503171209,2503171217,142
2511096433,2511096434,1
2511096433,2511096492,31
2511096434,2511096451,27
2511096451,2511096492,178
2511096721,8999756236,194
2511133169,10824771442,2
2511133169,10741903140,4
2511133169,2511133177,16
2511133177,2511133179,18
2511133179,10824771441,3
2511133179,10741903138,4
2511231410,2511231460,9
2511231460,2511231506,15
2511341803,5544904597,116
2511341869,8411227946,117
2511341869,2778596585,53
2512537188,2512537191,120
2512537191,3281876173,166
2512537191,3876766972,62
2513016782,3890748953,37
2513016782,2513016787,195
2513016788,2513016800,188
2513016800,2513016807,37
2513016807,5648964272,66
2513016900,2513016950,225
2513016902,2513016921,259
2513016902,7256136907,74
2513016902,2513016956,525
2513016905,2513016921,231
2513016921,2513016950,74
2513016950,2513016956,95
2513016956,2624559936,387
2529265983,10777852207,130
2529265983,5420230773,46
2529265983,12050849577,136
2529266334,4447089369,393
2529266340,2529266353,181
2529422941,9133483094,98
2529422945,5098547654,97
2529485701,5485022788,191
2529485701,3197209827,166
2575639188,4357542314,278
2575675584,5617033444,329
2582129931,2582129939,14
2582129931,2582129933,13
2582129933,2582129941,19
2582129939,2582129941,17
2607639662,5350953701,195
2607639662,2607639664,127
2607720079,3069235216,35
2607735602,2607735604,222
2607735602,6412497171,294
2607743694,2607743698,181
2607743698,6283204748,8
2607749455,6960236638,203
2607749455,3762920232,174
2607754176,4123581768,110
2607754176,6400440415,8
2607758032,5441083679,124
2607758032,4556359491,282
2608266835,2608266889,32
2608266835,2608266891,33
2608266841,2621324635,26
2608266841,2608266852,10
2608266841,2611463585,14
2608266852,2608266891,15
2608266852,2621324635,25
2608266871,2608266932,31
2608266871,2611463585,11
2608266871,2608266889,16
2608266889,2608266891,9
2608266932,2611463585,31
2608266932,2623601503,97
2616071012,3798750862,205
2616546100,6161970585,337
2616546100,5420896592,282
2617185548,2914446743,130
2617185548,2914440716,197
2617195107,2617195113,315
2617295918,3899588711,300
2617295918,9070404591,93
2621295818,2623601503,324
2621295818,5766043142,398
2621324635,5766043142,704
2621980478,5503437633,148
2621980478,2820417122,185
2621983701,2621983702,173
2621983702,4022082304,306
2622137443,2622137481,224
2622148289,2622148292,63
2623270439,2623270443,248
2623270439,4123588995,317
2623270439,6424182054,285
2623363405,2623363405,57
2623363405,2623363405,57
2623590129,3069235193,72
2623601503,6697917872,121
2623601503,6697897749,146
2624559936,2624559972,121
2624559936,2624559944,97
2624559936,5916783653,229
2624559970,2624559972,139
2632258221,2632258231,226
2648389042,2810750806,21
2648389042,5922329660,37
2648389042,2648389045,133
2662406836,2662406897,51
2662406836,2662464327,68
2662406897,3693393451,343
2662907005,3216613327,41
2662907027,3693393451,11
2662907027,2662907044,61
2662907027,3216613327,22
2662907044,3693393451,58
2662907068,4391423421,211
2662907081,3216661519,55
2682733881,4378882659,24
2682733881,4378882637,26
2682733883,4378888497,15
2682733883,4378882659,17
2684092687,4878946834,325
2685458159,9245833538,90
2685458159,2685468867,97
2685458159,5200643507,154
2685468867,3009423029,86
2685468867,5357261463,159
2713456325,2713456334,158
2713803781,2713803782,171
2713803781,2820417122,78
2723834852,3913031346,25
2741454853,2741454891,95
2741496023,4967642008,130
2741496023,4878946834,416
2741496023,2741496176,95
2752228094,6125656517,26
2758775885,9805977120,82
2758775888,9805977118,36
2770551486,2778345164,39
2770551486,5381265557,468
2770551486,2778345071,41
2770567840,2778345151,39
2770567840,2778345220,42
2770598033,2772120925,237
2770598033,2778345144,65
2772120925,2772123909,346
2772120925,6399400111,659
2772123909,2772134294,242
2772123909,3918627706,576
2772134294,2920954439,4792
2774696726,4311823808,13
2774696726,2922684152,13
2775924281,4056435630,143
2777877065,5165902920,143
2777877065,2777877102,170
2777877065,2778345077,115
2777877102,2778345113,90
2777877102,2778358932,186
2778345071,2778345164,25
2778345071,2778345117,25
2778345077,2778345117,40
2778345077,2778345113,27
2778345113,2778345144,51
2778345117,3154225133,149
2778345144,2778345151,44
2778345151,2778345220,36
2778345164,2778345220,50
2778358932,6399527333,549
2778358932,2778382315,483
2778596585,8411222287,56
2778596585,8411222287,572
2779715082,2779715100,246
2779715098,3674568917,110
2779715098,2779715100,125
2779715100,8409147030,58
2782199823,2782199825,41
2782248632,4908079102,9
2782248684,4908079102,372
2789829685,2789829882,226
2789829882,3760223650,133
2790412072,2790412117,26
2790412072,3700135403,21
2790412117,3700135403,23
2793927589,2793927596,204
2808552722,5295447096,167
2808552722,9965543065,159
2808610460,3919656192,33
2808610460,4697224386,458
2810592175,2810592178,249
2810750806,5274330234,276
2810897191,2810900511,441
2812631380,2812631382,3
2812631751,2812631806,154
2812631883,2826164582,169
2812631883,2812631885,87
2812631885,2852203392,52
2815433157,12233584384,49
2817508825,5174485163,21
2817508825,5174485164,27
2817508866,3178443563,24
2817508866,6125361832,18
2822165961,9765412862,67
2822165961,3348664784,103
2823263048,5029924112,59
2823263052,5029924112,54
2825691257,3419923317,264
2826165669,2826165670,46
2834021413,3171117622,794
2838263124,9318175924,34
2838306083,3861147399,311
2838306083,3674568919,241
2838350844,2910833839,52
2838916503,5372647238,607
2841497710,9708861158,63
2841497710,2841497715,190
2841497710,8899334169,48
2841497715,4792261285,835
2852203392,4216884956,80
2862052393,2862052399,34
2862052393,9467126186,56
2878275874,9788720754,28
2890714160,6338349648,189
2897107619,9105897755,193
2904875922,5029072919,107
2905549718,2905549720,71
2905549720,6509727719,56
2910717911,3230598511,287
2914440587,2914440716,269
2914531251,2914531253,27
2914531255,2914531257,32
2914531257,2914531259,33
2914531259,3878815037,34
2914531264,2914531267,103
2914531264,3878815046,20
2914531267,2914531276,216
2920888489,2920915622,191
2922684137,2922684149,15
2922684149,4311823808,4
2922722423,5522152880,31
2922771149,2948460841,114
2922771149,9429542220,165
2926445727,10952535806,91
2937738115,4963629068,16
2944716737,3160789618,61
2945688139,3230734059,227
2945688139,2945688155,89
2945688139,3769954565,48
2945688139,4615882009,79
2945688155,2945688160,81
2945688155,2945688159,46
2947349719,4041379248,45
2947349719,2947349720,50
2947349720,2947349722,58
2947349720,2947349722,76
2947349722,2947402167,21
2947349723,2947349731,13
2947349723,2947349725,51
2947349723,2947402162,17
2947349725,2947349726,60
2947349725,2947349731,128
2947349731,2947402177,50
2947402162,2947402167,60
2947402162,2947402167,122
2948433337,2948460906,139
2948459705,2948460884,34
2948459705,2948460906,48
2948460841,2948460884,18
2948460841,9429542220,314
2949521021,10112193058,181
2950635006,8408833583,267
2950635006,2950635014,36
2950635014,8408660412,324
2952477541,5548404108,81
2952477541,5548404106,68
2952952000,2952958857,137
2952952000,5548404106,138
2953049159,5548404108,107
2953049159,2953063047,178
2953049159,2953063054,159
2953063047,2953063054,145
2953100260,5548404108,147
2954438261,9217153046,49
2954438261,3655288630,50
2959039578,3230598511,136
2961797143,3202873034,348
2964296600,3667435904,122
2964296600,11835180233,73
2964621895,2964621899,77
2975039289,11139950487,213
2986778718,3219394966,498
2986814953,2986814964,102
2986814964,2986814965,16
2986814965,6960232972,260
2987533512,7176837702,182
2993553151,2993553152,101
2996339460,2996339461,87
2997376250,8409711792,620
2997376250,2997376254,108
2997376250,9917802298,48
2997376256,2997376257,119
2998283160,12181655738,8
2998283160,9917812736,196
2998283160,12181655737,36
2998283160,5018086645,52
2998283160,10716066899,174
3009423029,4138891163,128
3010359178,3010359201,134
3010359178,9328442862,367
3019848617,3287521515,27
3037617236,3037617237,71
3037617237,3037617240,96
3037617237,3037620800,27
3037617240,7875669201,5
3037617240,3037617241,30
3037617241,3037617242,12
3037617241,3037642348,89
3037617242,3037620800,107
3037617242,3037617243,30
3037617243,3037642349,104
3037617243,4239239685,88
3037620800,7875669077,21
3037642348,3037642349,33
3037642348,3037642351,23
3037642350,3037642354,99
3037642351,3037642352,30
3037642351,3037642353,104
3037642353,3037642354,11
3037642354,10822613961,50
3056571224,9090941583,10
3056571224,9090941583,19
3056571224,3056571225,44
3061738788,3065673615,12
3061738788,3065673613,12
3061738792,3065673613,23
3069235193,5692413034,14
3069235193,3069235216,134
3069235216,4108767367,196
3071520221,4231786606,40
3072013491,8318719898,163
3073185289,4204389489,833
3088721110,3470046771,17
3088721111,10282344278,72
3098805492,6119570579,38
3101679582,4357541487,10
3101679582,4357542292,64
3101679582,3101679589,97
3101679603,3101679616,40
3101679615,3101679619,105
3101679616,3101679619,38
3101679619,3101679621,45
3103450767,4357541487,73
3112571619,7089712373,186
3112571619,8693178039,62
3112593442,3756651570,65
3112593484,3112593488,123
3112593488,3756651569,172
3112593488,3162362557,188
3113706637,4983217350,23
3120809219,5252968942,333
3121353029,3306429758,38
3122975636,7274428175,310
3122975636,3123021321,170
3123021321,3123021803,116
3123021321,4217513847,34
3126868522,3126868657,58
3126868522,3126868637,51
3126868637,3126868657,13
3126868637,3126868639,13
3126868639,3126868643,51
3126868639,3126868661,14
3126868643,3126868661,52
3126868657,3126868661,13
3138030774,9767757203,36
3138030774,9767757205,35
3138134364,4957866134,185
3138134848,3138134851,541
3138134848,5312084891,2564
3138134851,5611373601,17
3138134851,5577347986,46
3138152244,4471362792,51
3138152244,3138152245,309
3138152245,4036099503,510
3138152245,5611787259,335
3138174072,3138174073,167
3138174073,11597760825,20
3138174073,11109335951,185
3138174074,3138174075,101
3138174075,8571311760,99
3138174075,3544443602,136
3138174075,3794306788,168
3138174078,5079093201,7
3138174078,3794306769,13
3138174078,3794306788,24
3138672374,3138672380,821
3139551114,3281876174,234
3140948347,3154225133,335
3145182448,4350317845,38
3145193712,3145193714,199
3148909259,3148909260,13
3148909259,4770936085,72
3148909259,3148909262,71
3148909260,3148909262,76
3148909260,4770936085,71
3152680899,4451066230,26
3152680899,4451133482,104
3152680899,4451133475,200
3154225133,6399527333,359
3154720217,12655906344,61
3154720217,6012962096,93
3154720217,5073951937,200
3154720219,5308315065,21
3154720219,6034995692,82
3156238777,3156238806,60
3156238777,3674921569,41
3156238806,3156238807,152
3159731097,3159731101,53
3159731101,4238070872,126
3159731120,3693986863,85
3159731120,3764943654,9
3160212769,3160212771,75
3160212769,3160212786,88
3160212769,3160212772,9
3160212769,3160212775,44
3160212771,3160212772,65
3160212776,3160212780,29
3160212778,3160212786,17
3160212779,3160212780,16
3160212780,3160212786,7
3160788985,9765412862,108
3161347981,6249033729,121
3162644110,3373459332,9
3167685370,6537966096,326
3171902115,4045523633,138
3178443563,6125361832,29
3180270760,3180272061,112
3180299071,3221012458,36
3180488501,3180488505,61
3180488501,4306415343,19
3187293352,4235762096,31
3188129178,12098980265,56
3188320442,3188320443,47
3190060133,5473595685,303
3190521546,3190521547,149
3190521552,5928358006,94
3190521552,5928358015,160
3190525833,3190525836,54
3190525833,3190525834,40
3190525833,5928358006,211
3190525834,3190525835,54
3190525834,3190525837,12
3190525835,3190525836,42
3190525835,3190525838,12
3193899390,3193899393,89
3193899390,3193899392,172
3194237237,4556359491,19
3194237237,3199916995,896
3194237924,8393968769,1849
3194237924,7174818403,143
3196394217,4253413366,182
3196394226,3779441621,72
3197209824,3197209827,30
3197209824,3197209826,194
3197209827,3197209829,107
3197209829,5688513286,91
3198579044,3198579122,52
3198579122,12218997216,33
3198579122,7061775346,140
3198579126,5866257483,1
3198579126,5866257604,5
3199693636,3199693637,19
3199693636,4528143444,125
3199706451,4957866699,43
3199719817,3199719839,255
3199851163,3199851167,48
3199851167,4556359491,188
3199851167,9205788756,24
3199895377,5325808875,16
3199895377,5325808872,14
3199916993,9231174923,245
3199916993,3209080206,206
3199916993,9252987760,13
3199916995,5615728145,10
3199916995,5615728147,36
3202873034,9765412862,188
3209080188,5999152413,265
3209080188,3209080206,187
3209080188,3209080198,262
3209080198,6004911573,18
3209080198,5615728145,404
3209080206,5312084891,835
3209080210,3209080218,15
3209080210,5577347981,28
3209080210,3209080228,55
3209080214,5577347980,28
3209080214,3209080228,16
3209080214,3209080216,19
3209080216,3209080230,32
3209080216,5124955115,16
3209080218,5124955115,14
3209080218,5577347981,28
3209080228,5577347980,28
3209080230,5124955115,33
3210598999,3210599011,65
3210598999,3210599011,303
3210598999,6213191005,541
3210599011,3210599060,255
3212108085,5783988448,26
3216661517,3216661519,42
3216689815,3950655787,296
3217511214,7550144514,10
3217511214,3217511216,35
3217511214,3217511217,55
3219027838,3258690023,48
3221027840,11755023062,247
3221547263,3221547266,10
3221547263,3221547269,36
3221547269,3221547276,129
3222980338,5520071718,48
3222980338,11835180233,215
3223060778,3223060781,131
3223068510,3880816391,89
3223068510,5830169348,242
3225060562,9318175924,55
3234614943,3234614944,305
3240805009,3240805010,48
3240805010,5381265557,170
3244713142,7351990121,195
3244713142,3244713146,128
3245315879,3245315881,47
3245315879,8570044847,99
3245315881,9977506481,24
3245341770,9215229122,286
3245341770,5435892335,160
3246243670,5471298134,190
3246243670,6504357635,70
3246243670,4231786599,218
3246243674,3246243675,174
3246243675,4406587789,33
3246243675,4406586969,100
3249377535,3794253755,76
3253629197,8521531629,129
3253629197,6033121771,99
3253629197,3253629655,259
3253629606,4059514219,64
3253629606,3796906002,31
3253629655,5473637668,177
3253629655,10040166833,51
3256460152,3674568895,85
3262993566,3262993568,49
3262993566,3262993573,41
3262993566,3791245658,98
3262993568,5370847703,166
3262993568,3262993573,35
3262993573,3791245658,222
3266963713,4169534127,61
3266963713,5060505074,76
3281876173,3281876174,149
3281876174,6034937044,446
3281876174,3382414756,22
3284135585,3284135608,123
3285002362,3285002365,323
3287521515,6152102305,192
3294373605,9986483124,41
3294373605,9986483123,42
3306429755,3306429758,33
3306574322,7250587817,14
3332404854,10892812049,128
3332404854,5758367613,205
3332404854,6910649762,215
3339937702,3339937717,117
3356413186,10597042723,349
3356413186,3889105242,293
3373312234,9318188795,23
3373312234,9318188793,20
3373459332,4958104213,7
3373459332,3756651569,77
3382351356,4084010776,14
3400639747,3400639748,68
3406318956,3406328636,90
3407624249,3407639165,24
3407624249,3407624261,76
3407639141,3407639164,30
3407639141,3407782857,202
3407639164,3407639165,22
3407671748,3407772835,54
3407671748,3407776356,27
3407671748,3407672497,15
3407671780,3407672526,27
3407671780,3750298696,128
3407671780,3407776356,9
3407672497,3407672512,29
3407672497,3407782857,52
3407672512,3407782857,49
3407672512,3407672526,7
3407772835,3407776356,50
3442743779,3544443602,57
3442743779,3442745492,102
3442743779,5079094521,50
3447356943,4895209459,55
3448535145,3781768943,115
3448535145,9090941583,93
3448535145,3448535146,56
3465593127,3465593133,80
3465593133,3465593134,77
3470046771,10282344278,54
3505186817,3505186830,150
3505186817,3505186830,85
3505186817,3672383916,20
3505186830,3505186834,16
3505186834,9969976017,90
3511174006,3511249094,319
3511174006,5795507343,81
3511200296,5781888829,91
3511200296,3511217898,332
3530618852,7787334018,115
3530618852,5688513286,93
3530672224,3530672226,29
3547311807,11940199605,373
3552953661,3552953666,91
3553645741,5981330347,52
3554981614,8409711792,196
3554981614,12181655737,36
3572643496,3572643498,243
3572643500,10093081293,26
3594098193,9798273420,37
3623849407,3623849407,96
3623849407,3623849407,96
3624921647,11476987760,12
3624921647,4959651063,273
3624921650,5308315071,1029
3624921650,4959651058,36
3624921650,4959651063,34
3625541175,8408833583,60
3625541175,12215157147,132
3632367891,9974556956,244
3632485498,6372946888,96
3632716600,9411457180,30
3632716602,9411457180,41
3647299193,9041024292,36
3655288630,3655288633,29
3655288630,3655288638,77
3662888402,3662903278,50
3663788718,3663788830,122
3667435904,4450363568,68
3671377430,3671377431,16
3671377430,3671377439,28
3671377431,3881921296,45
3671377431,3671377439,18
3674568895,3674568897,85
3674568897,5695856931,81
3674568899,5695856931,77
3674568919,10896553470,116
3674921569,3674921595,152
3674921569,12247141706,10
3674921569,12247141708,11
3680610720,3808846216,227
3680610720,8923081835,117
3680610723,8923081836,66
3693986863,3713060618,35
3702694532,4994967764,155
3704115939,3704157348,34
3706964315,5174485164,166
3730933114,3730933115,54
3751447626,10686604432,737
3752086361,3752086366,54
3752086390,3752086398,81
3752086395,3752086399,99
3752086398,3752086399,13
3762920180,7727255545,118
3762920180,3762920232,237
3762920180,3762920214,103
3762920232,9170353275,63
3767021615,3767023762,85
3767023762,3767028776,53
3767028776,3767037058,252
3767028776,3767028777,68
3767028777,3880279345,230
3768700317,8570024805,274
3772206594,5334905626,405
3779441621,8923081837,72
3780663264,5922329660,76
3784706065,6055856959,23
3784707014,7840770883,143
3784707089,7840770883,71
3789573331,3811598384,25
3790500263,5168194485,155
3790500263,3790500288,107
3790500263,5168194490,89
3790500288,4357526448,147
3790783024,3790783026,92
3790783024,3801713763,79
3790783024,5411767466,98
3791023881,8150476314,81
3791023881,3791023882,83
3791023881,8150476313,168
3791023882,9162328177,34
3791227958,11158769064,13
3791227958,5370847703,245
3791228058,4451150495,143
3791245658,10945709765,17
3791245658,3950655787,130
3791390629,4151410283,61
3792029693,4908059409,280
3792516666,4623906273,39
3793502532,3793504168,74
3794306769,3794306788,23
3794306769,5079093199,10
3796906000,3796906002,76
3796906001,3796906003,70
3796906002,3796906003,62
3796906003,3796906004,15
3797246889,3797246910,57
3798742611,5688513286,216
3801713763,6961595909,38
3801713763,3801713765,102
3802742398,9429542220,281
3807637023,4700627881,70
3808846216,9807967473,264
3808846216,4250993983,200
3809067157,3809067161,155
3809067157,12101087319,191
3812874258,9749958813,731
3812874258,6372946888,192
3817170564,3835674675,35
3817170564,9356765676,146
3817170564,3835674670,25
3817170564,5305302983,242
3817942455,3817944167,3
3817944159,7908699623,8
3817944159,3817944167,87
3817944167,5632355116,204
3819049607,5758367613,221
3819049607,7908478524,292
3819049607,6985899983,278
3819049607,5894904107,225
3832774057,3832774058,11
3835674670,9356765677,290
3835674670,3835674675,43
3861147399,9917802298,264
3880279345,3880279349,66
3880816391,5916730192,268
3886160175,3886160177,11
3890482594,4783054510,66
3890748951,3890748953,153
3895325274,3895325278,54
3895325278,3895325286,46
3895325278,3895325310,61
3895325305,3895325310,52
3895325314,3895325334,41
3895325314,3895325334,84
3900623018,5200643511,125
3912908348,3912908353,205
3913081665,4406557731,48
3913081665,4231786650,18
3919656192,4697224386,458
3934714512,5277800777,24
3942230972,4311794085,22
